日期,最高气温,最低气温,天气,风向,风力
2015/8/14,31,26,雷阵雨,东南风,小于3级
2015/8/15,31,25,雷阵雨,东北风,小于3级
2015/8/16,32,25,雷阵雨转多云,无持续风向,小于3级
2015/8/17,34,27,多云转晴,西北风,小于3级
2015/8/18,35,27,晴,东南风,小于3级
2015/8/19,36,28,晴转多云,西北风,小于3级
2015/8/20,35,28,雷阵雨转多云,西北风,小于3级
2015/8/21,35,27,晴,西北风,小于3级
2015/8/22,35,27,晴,西北风,小于3级
2015/8/23,35,27,晴,东北风,小于3级
2015/8/24,35,27,晴,西北风,小于3级
2015/8/25,35,25,晴,西北风,小于3级
2015/8/26,35,26,晴转多云,西北风,小于3级
2015/8/27,34,26,雷阵雨,西北风,小于3级
2015/8/28,33,26,雷阵雨,西北风,小于3级
2015/8/29,31,25,雷阵雨,东北风,小于3级
2015/8/30,30,24,大雨转雷阵雨,无持续风向,小于3级
2015/8/31,30,25,大雨转雷阵雨,东北风,小于3级
2015/9/1,30,25,大到暴雨转雷阵雨,东北风,小于3级
2015/9/2,30,25,雷阵雨转多云,东南风,小于3级
2015/9/3,31,25,雷阵雨转多云,东北风,小于3级
2015/9/4,33,25,晴,西北风,小于3级
2015/9/5,34,26,晴转多云,西南风,小于3级
2015/9/6,35,26,晴转雷阵雨,西北风,小于3级
2015/9/7,29,26,中到大雨转雷阵雨,西南风,小于3级
2015/9/8,32,25,雷阵雨转多云,西北风,小于3级
2015/9/9,33,25,多云,西北风,小于3级
2015/9/10,32,26,晴,东南风,小于3级
2015/9/11,32,26,多云,东南风,小于3级
2015/9/12,32,24,多云,东北风,小于3级
2015/9/13,30,24,多云,东北风,小于3级
2015/9/14,31,23,多云,西北风,小于3级
2015/9/15,32,25,多云,西北风,小于3级
2015/9/16,32,25,多云,西北风,小于3级
2015/9/17,33,25,晴,西北风,小于3级
2015/9/18,33,26,晴转多云,东南风,小于3级
2015/9/19,33,25,雷阵雨,东南风,小于3级
2015/9/20,30,24,中雨转中到大雨,西北风,小于3级
2015/9/21,29,23,中雨转阵雨,西北风,小于3级
2015/9/22,31,24,多云,东北风,小于3级
2015/9/23,33,26,多云转晴,西南风,小于3级
2015/9/24,34,26,晴,东北风,小于3级
2015/9/25,34,26,晴转多云,西北风,小于3级
2015/9/26,32,26,多云,西北风,小于3级
2015/9/27,34,25,晴,东北风,小于3级
2015/9/28,33,25,晴转多云,东北风,小于3级
2015/9/29,33,25,多云,西北风,小于3级
2015/9/30,32,26,多云,东北风,小于3级
2015/10/1,32,24,多云转晴,东北风,小于3级
2015/10/2,31,25,晴,西北风,小于3级
2015/10/3,31,24,多云转阵雨,东北风,小于3级
2015/10/4,27,24,大到暴雨转小到中雨,东北风,小于3级
2015/10/5,28,24,中雨转阵雨,东南风,小于3级
2015/10/6,28,24,阵雨转中雨,东北风,小于3级
2015/10/7,28,24,中雨转阵雨,西北风,小于3级
2015/10/8,30,24,阴,西北风,小于3级
2015/10/9,29,21,晴,东北风,小于3级
2015/10/10,27,19,多云转小到中雨,东北风,小于3级
2015/10/11,21,18,小雨,西北风,小于3级
2015/10/12,25,17,多云,西北风,小于3级
2015/10/13,27,19,多云转晴,西北风,小于3级
2015/10/14,30,19,晴,西北风,小于3级
2015/10/15,30,20,霾,西北风,小于3级
2015/10/16,31,20,晴,西北风,小于3级
2015/10/17,31,19,晴,西北风,小于3级
2015/10/18,31,19,晴,西北风,小于3级
2015/10/19,31,20,晴,西北风,小于3级
2015/10/20,29,21,多云,西北风,小于3级
2015/10/21,30,21,多云,西北风,小于3级
2015/10/22,31,22,多云,西北风,小于3级
2015/10/23,31,22,晴,西北风,小于3级
2015/10/24,31,22,晴转多云,西北风,小于3级
2015/10/25,29,24,多云,西北风,小于3级
2015/10/26,31,23,多云,西北风,小于3级
2015/10/27,29,22,小雨转多云,西北风,小于3级
2015/10/28,30,23,多云,东南风,小于3级
2015/10/29,31,24,多云转晴,西北风,小于3级
2015/10/30,30,20,多云转小雨,东北风,小于3级
2015/10/31,25,18,小雨转多云,西北风,小于3级
2015/11/1,22,16,多云,西北风,小于3级
2015/11/2,24,17,多云,西北风,小于3级
2015/11/3,26,19,多云,西北风,小于3级
2015/11/4,28,20,多云,西北风,小于3级
2015/11/5,30,22,多云,东南风,小于3级
2015/11/6,29,23,多云,西北风,小于3级
2015/11/7,29,24,多云,无持续风向,小于3级
2015/11/8,30,23,多云,西北风,小于3级
2015/11/9,28,20,小雨转阴,东北风,小于3级
2015/11/10,25,20,阴,无持续风向,小于3级
2015/11/11,25,21,阴,西北风,小于3级
2015/11/12,25,19,阴转小到中雨,西北风,小于3级
2015/11/13,19,17,中到大雨,东北风,小于3级
2015/11/14,23,18,阴转多云,西北风,小于3级
2015/11/15,27,22,阴转小到中雨,东南风,小于3级
2015/11/16,27,22,小雨转阴,东南风,小于3级
2015/11/17,29,21,多云,西北风,小于3级
2015/11/18,30,21,多云,西北风,小于3级
2015/11/19,29,22,多云,西北风,小于3级
2015/11/20,29,21,多云转阴,西北风,小于3级
2015/11/21,27,21,小雨转多云,西北风,小于3级
2015/11/22,28,20,多云,西北风,小于3级
2015/11/23,29,20,多云转阴,东北风,小于3级
2015/11/24,28,16,晴转多云,西北风,小于3级
2015/11/25,21,13,多云,西北风,小于3级
2015/11/26,20,10,晴,东北风,小于3级
2015/11/27,20,12,晴转多云,西北风,小于3级
2015/11/28,21,14,阴转多云,西北风,小于3级
2015/11/29,22,15,多云,西北风,小于3级
2015/11/30,23,16,多云,西北风,小于3级
2015/12/1,23,18,多云,西北风,小于3级
2015/12/2,26,14,小雨,东北风,小于3级
2015/12/3,17,13,小雨转阴,西北风,小于3级
2015/12/4,17,13,小雨转阴,西北风,小于3级
2015/12/5,16,12,中到大雨转中雨,东北风,小于3级
2015/12/6,17,11,多云,西北风,小于3级
2015/12/7,18,11,多云,西北风,小于3级
2015/12/8,17,12,多云转小到中雨,西北风,小于3级
2015/12/9,15,12,大雨转中雨,西北风,小于3级
2015/12/10,19,12,多云,西北风,小于3级
2015/12/11,20,14,多云,东北风,小于3级
2015/12/12,19,15,多云,东南风,小于3级
2015/12/13,21,15,小雨,西北风,小于3级
2015/12/14,17,12,小雨转阴,西北风,小于3级
2015/12/15,18,10,多云,东北风,小于3级
2015/12/16,17,7,多云,东北风,小于3级
2015/12/17,15,6,晴,无持续风向,小于3级
2015/12/18,16,7,晴,西北风,小于3级
2015/12/19,19,10,晴转多云,西北风,小于3级
2015/12/20,19,14,多云转小雨,西北风,小于3级
2015/12/21,19,16,小雨转阴,西北风,小于3级
2015/12/22,20,17,阴,东北风,小于3级
2015/12/23,24,18,霾,无持续风向,小于3级
2015/12/24,25,13,小雨,西北风,小于3级
2015/12/25,16,12,多云,东北风,小于3级
2015/12/26,16,12,小雨,西北风,小于3级
2015/12/27,16,11,小雨转阴,东北风,小于3级
2015/12/28,18,11,多云,东北风,小于3级
2015/12/29,17,11,阴转小雨,西北风,小于3级
2015/12/30,16,11,小雨转阴,东北风,小于3级
2015/12/31,18,11,多云,西北风,小于3级
2016/1/1,21,12,晴转多云,西北风,小于3级
2016/1/2,22,15,多云转阴,西北风,小于3级
2016/1/3,24,18,阴,东北风,小于3级
2016/1/4,24,18,小雨,东南风,小于3级
2016/1/5,22,16,中到大雨转小雨,东北风,小于3级
2016/1/6,24,12,晴转多云,东北风,小于3级
2016/1/7,20,13,多云,西北风,小于3级
2016/1/8,21,14,多云,西北风,小于3级
2016/1/9,19,14,多云转阴,东南风,小于3级
2016/1/10,19,13,小到中雨转中到大雨,东北风,小于3级
2016/1/11,17,11,多云,西北风,小于3级
2016/1/12,17,12,阴,东北风,小于3级
2016/1/13,18,10,多云,西北风,小于3级
2016/1/14,17,12,阴转小到中雨,东北风,小于3级
2016/1/15,14,12,中雨转小到中雨,东北风,小于3级
2016/1/16,15,12,小雨转中雨,东北风,小于3级
2016/1/17,16,9,小雨转多云,西北风,小于3级
2016/1/18,19,10,晴转多云,西北风,小于3级
2016/1/19,17,12,多云转小雨,西北风,小于3级
2016/1/20,15,12,小雨,西北风,小于3级
2016/1/21,14,10,小到中雨,西北风,小于3级
2016/1/22,9,4,小到中雨转小雨,东北风,小于3级
2016/1/23,6,2,阴,东北风,小于3级
2016/1/24,6,0,小雨转多云,东北风,小于3级
2016/1/25,9,2,多云,西北风,小于3级
2016/1/26,11,9,小雨转中到大雨,西北风,小于3级
2016/1/27,10,6,中到大雨,西北风,小于3级
2016/1/28,14,10,大到暴雨,东北风,小于3级
2016/1/29,18,11,小雨转阴,西北风,小于3级
2016/1/30,18,11,多云转阴,东北风,小于3级
2016/1/31,15,8,小雨转中到大雨,东北风,小于3级
2016/2/1,9,7,中雨转小雨,西北风,小于3级
2016/2/2,10,6,小雨转阴,东北风,小于3级
2016/2/3,13,7,阴,西北风,小于3级
2016/2/4,15,8,阴转多云,东北风,小于3级
2016/2/5,16,7,多云转晴,东北风,小于3级
2016/2/6,16,6,晴,西北风,小于3级
2016/2/7,17,5,晴,西北风,小于3级
2016/2/8,20,6,晴转多云,西北风,小于3级
2016/2/9,22,7,晴转多云,西北风,小于3级
2016/2/10,21,15,小雨,东北风,小于3级
2016/2/11,22,17,小雨,东南风,小于3级
2016/2/12,24,20,小雨,东南风,小于3级
2016/2/13,27,17,阴转小雨,东南风,小于3级
2016/2/14,19,8,阴,东北风,小于3级
2016/2/15,12,9,阴,东北风,小于3级
2016/2/16,14,8,阴转多云,西北风,小于3级
2016/2/17,15,11,阴,西北风,小于3级
2016/2/18,16,12,多云转阴,东北风,小于3级
2016/2/19,15,11,小雨转阴,东北风,小于3级
2016/2/20,20,10,多云,西北风,小于3级
2016/2/21,18,14,阴转小雨,东南风,小于3级
2016/2/22,16,11,小雨,西北风,小于3级
2016/2/23,14,10,小雨,东北风,小于3级
2016/2/24,13,10,阴,东北风,小于3级
2016/2/25,14,11,阴,西北风,小于3级
2016/2/26,14,11,阴转多云,东北风,小于3级
2016/2/27,19,9,晴,西北风,小于3级
2016/2/28,21,10,晴,西北风,小于3级
2016/2/29,23,9,晴,西北风,小于3级
2016/3/1,25,11,晴,西南风,小于3级
2016/3/2,24,12,晴,西北风,小于3级
2016/3/3,24,13,晴转多云,西北风,小于3级
2016/3/4,24,16,多云,西北风,小于3级
2016/3/5,24,18,多云,西北风,小于3级
2016/3/6,25,18,多云,东北风,小于3级
2016/3/7,27,18,多云,东南风,小于3级
2016/3/8,25,19,多云,东南风,小于3级
2016/3/9,21,10,大雨,无持续风向,小于3级
2016/3/10,11,8,大雨转小雨,西北风,小于3级
2016/3/11,11,7,阴,东北风,小于3级
2016/3/12,14,9,阴,西北风,小于3级
2016/3/13,14,11,中雨转小雨,西北风,小于3级
2016/3/14,18,12,多云转阴,东南风,小于3级
2016/3/15,17,14,阴,东北风,小于3级
2016/3/16,17,13,小雨,东北风,小于3级
2016/3/17,17,14,小雨,东北风,小于3级
2016/3/18,21,18,小到中雨转小雨,东南风,小于3级
2016/3/19,25,20,小雨转中雨,无持续风向,小于3级
2016/3/20,23,19,中到大雨转大雨,东南风,小于3级
2016/3/21,21,18,大到暴雨转暴雨,东北风,小于3级
2016/3/22,20,18,大雨,西南风,小于3级
2016/3/23,20,14,大到暴雨转大雨,东北风,小于3级
2016/3/24,16,12,中雨转小雨,东北风,小于3级
2016/3/25,18,9,阴转多云,东北风,小于3级
2016/3/26,21,10,晴,西北风,小于3级
2016/3/27,23,10,晴,西北风,小于3级
2016/3/28,23,11,晴转多云,西北风,小于3级
2016/3/29,23,16,多云,西北风,小于3级
2016/3/30,23,18,阴,东北风,小于3级
2016/3/31,25,19,多云,东北风,小于3级
2016/4/1,27,20,阴转多云,东南风,小于3级
2016/4/2,27,20,阴,东南风,小于3级
2016/4/3,26,20,雷阵雨转中到大雨,东南风,小于3级
2016/4/4,24,20,中到大雨转阵雨,西南风,小于3级
2016/4/5,27,21,阴,西南风,小于3级
2016/4/6,27,22,阴,东南风,小于3级
2016/4/7,28,21,雷阵雨,东南风,小于3级
2016/4/8,28,23,多云,东南风,小于3级
2016/4/9,29,22,阵雨转多云,西北风,小于3级
2016/4/10,25,21,中雨转阵雨,东北风,小于3级
2016/4/11,25,21,阴,东南风,小于3级
2016/4/12,25,20,中到大雨,东南风,小于3级
2016/4/13,25,20,阵雨,东南风,小于3级
2016/4/14,27,23,阵雨转多云,东南风,小于3级
2016/4/15,27,22,小雨,东南风,小于3级
2016/4/16,26,23,雷阵雨,东南风,小于3级
2016/4/17,27,19,大雨转大到暴雨,无持续风向,小于3级
2016/4/18,25,19,阵雨转多云,西北风,小于3级
2016/4/19,26,21,多云,东南风,小于3级
2016/4/20,26,21,中雨转大雨,西北风,小于3级
2016/4/21,26,21,中到大雨,东南风,小于3级
2016/4/22,26,22,中到大雨,东南风,小于3级
2016/4/23,26,21,大到暴雨,东北风,小于3级
2016/4/24,26,21,大雨,东北风,小于3级
2016/4/25,29,23,雷阵雨,东南风,小于3级
2016/4/26,28,23,大雨转雷阵雨,无持续风向,小于3级
2016/4/27,30,22,多云,无持续风向,小于3级
2016/4/28,31,22,多云,西北风,小于3级
2016/4/29,29,22,多云,东北风,小于3级
2016/4/30,27,22,雷阵雨转多云,东北风,小于3级
2016/5/1,28,21,多云,东南风,小于3级
2016/5/2,29,23,多云转雷阵雨,东南风,小于3级
2016/5/3,30,24,多云,东南风,小于3级
2016/5/4,30,23,多云,东南风,小于3级
2016/5/5,31,24,雷阵雨,东南风,小于3级
2016/5/6,31,25,雷阵雨,西北风,小于3级
2016/5/7,31,25,多云,东南风,小于3级
2016/5/8,32,25,多云,东南风,小于3级
2016/5/9,32,24,雷阵雨转大到暴雨,东南风,小于3级
2016/5/10,29,23,雷阵雨转阵雨,西北风,小于3级
2016/5/11,31,21,晴,西北风,小于3级
2016/5/12,32,23,多云,无持续风向,小于3级
2016/5/13,31,24,多云,西北风,小于3级
2016/5/14,31,25,多云,东北风,小于3级
2016/5/15,30,20,中到大雨转阴,西北风,小于3级
2016/5/16,27,19,多云,西北风,小于3级
2016/5/17,28,20,多云,东南风,小于3级
2016/5/18,28,23,多云,西南风,小于3级
2016/5/19,29,24,多云,东南风,小于3级
2016/5/20,27,22,暴雨,东南风,小于3级
2016/5/21,27,23,阵雨转多云,东北风,小于3级
2016/5/22,31,23,晴,西北风,小于3级
2016/5/23,31,24,晴转多云,东北风,小于3级
2016/5/24,32,24,多云,东南风,小于3级
2016/5/25,33,26,多云,东南风,小于3级
2016/5/26,33,25,多云转雷阵雨,东北风,小于3级
2016/5/27,31,25,大雨转雷阵雨,东南风,小于3级
2016/5/28,30,25,中雨,东北风,小于3级
2016/5/29,32,26,雷阵雨,西北风,小于3级
2016/5/30,33,26,多云,东南风,小于3级
2016/5/31,35,27,多云,东南风,小于3级
2016/6/1,35,27,晴,东南风,小于3级
2016/6/2,35,27,晴,东南风,小于3级
2016/6/3,35,27,雷阵雨,东北风,小于3级
2016/6/4,35,24,雷阵雨转大雨,西北风,小于3级
2016/6/5,29,24,大到暴雨转中到大雨,西北风,小于3级
2016/6/6,30,24,雷阵雨转多云,东北风,小于3级
2016/6/7,32,25,多云转雷阵雨,无持续风向,小于3级
2016/6/8,31,24,雷阵雨,无持续风向,小于3级
2016/6/9,31,25,雷阵雨,西北风,小于3级
2016/6/10,32,25,雷阵雨,东北风,小于3级
2016/6/11,31,26,大雨,东北风,小于3级
2016/6/12,31,25,大雨转中到大雨,西北风,小于3级
2016/6/13,31,25,中到大雨转雷阵雨,西北风,小于3级
2016/6/14,33,25,大雨转大到暴雨,西北风,小于3级
2016/6/15,33,25,大到暴雨,东北风,小于3级
2016/6/16,31,25,中到大雨转雷阵雨,西南风,小于3级
2016/6/17,32,26,雷阵雨转多云,东北风,小于3级
2016/6/18,34,26,多云转晴,东南风,小于3级
2016/6/19,35,26,晴转多云,西南风,小于3级
2016/6/20,33,26,晴,东南风,小于3级
2016/6/21,35,27,晴,东南风,小于3级
2016/6/22,36,26,多云,东南风,小于3级
2016/6/23,35,27,晴,东南风,小于3级
2016/6/24,35,27,晴转雷阵雨,无持续风向,小于3级
2016/6/25,35,27,多云,东北风,小于3级
2016/6/26,35,28,晴转多云,东南风,小于3级
2016/6/27,36,27,晴转多云,西北风,小于3级
2016/6/28,33,26,雷阵雨,西北风,小于3级
2016/6/29,32,26,雷阵雨,东北风,小于3级
2016/6/30,31,26,中雨转中到大雨,东南风,小于3级
2016/7/1,32,26,中雨转雷阵雨,东南风,小于3级
2016/7/2,32,26,中雨,东南风,小于3级
2016/7/3,33,26,中雨转中到大雨,东南风,小于3级
2016/7/4,32,25,中到大雨,,小于3级
2016/7/5,33,26,雷阵雨,,小于3级
2016/7/6,33,26,雷阵雨转多云,,小于3级
2016/7/7,36,26,晴,,小于3级
2016/7/8,37,27,晴转多云,,小于3级
2016/7/9,37,28,多云,,小于3级
2016/7/10,33,25,中雨,,小于3级
2016/7/11,33,26,中雨转雷阵雨,,小于3级
2016/7/12,32,26,雷阵雨,西南风,小于3级
2016/7/13,31,26,雷阵雨,北风,小于3级
2016/7/14,33,26,雷阵雨,东南风,小于3级
2016/7/15,34,26,雷阵雨转多云,东北风,小于3级
2016/7/16,35,27,晴,东风,小于3级
2016/7/17,35,27,晴,东风,小于3级
2016/7/18,35,27,晴转多云,南风,小于3级
2016/7/19,35,27,多云,东南风,小于3级
2016/7/20,35,27,多云,东南风,小于3级
2016/7/21,36,27,晴,南风,小于3级
2016/7/22,36,27,晴,东风,小于3级
2016/7/23,36,27,晴,东南风,小于3级
2016/7/24,36,27,晴,西南风,小于3级
2016/7/25,37,28,晴,南风,小于3级
2016/7/26,36,26,多云,东南风,小于3级
2016/7/27,34,27,雷阵雨,东南风,小于3级
2016/7/28,35,27,多云,西风,小于3级
2016/7/29,36,27,晴,南风,小于3级
2016/7/30,37,28,晴,西北风,小于3级
2016/7/31,37,27,雷阵雨,南风,小于3级
2016/8/1,35,25,雷阵雨,无持续风向,微风
2016/8/2,29,25,大暴雨,无持续风向,1级
2016/8/3,31,25,雷阵雨,东风,1级
2016/8/4,32,26,多云,东南风,2级
2016/8/5,34,26,多云,北风,1级
2016/8/6,35,27,晴,东北风,1级
2016/8/7,36,27,晴,东风,1级
2016/8/8,35,27,雷阵雨,东北风,1级
2016/8/9,34,25,雷阵雨,北风,2级
2016/8/10,31,26,中到大雨,北风,1级
2016/8/11,32,26,雷阵雨,西南风,1级
2016/8/12,30,26,大雨,东北风,1级
2016/8/13,32,25,雷阵雨,东北风,1级
2016/8/14,32,26,中雨,南风,1级
2016/8/15,31,25,大雨,南风,微风
2016/8/16,31,25,大雨,东风,1级
2016/8/17,31,25,雷阵雨,东南风,2级
2016/8/18,30,25,大雨,东风,2级
2016/8/19,32,26,雷阵雨,东南风,1级
2016/8/20,34,26,多云,西南风,微风
2016/8/21,35,27,雷阵雨,南风,2级
2016/8/22,35,27,多云,东南风,2级
2016/8/23,35,27,多云,西风,微风
2016/8/24,36,28,多云,东北风,1级
2016/8/25,36,27,多云,东北风,1级
2016/8/26,35,25,雷阵雨,北风,1级
2016/8/27,32,24,雷阵雨,东北风,2级
2016/8/28,33,26,多云,东北风,2级
2016/8/29,33,26,晴,东北风,2级
2016/8/30,32,25,多云,西南风,1级
2016/8/31,33,25,雷阵雨,东风,1级
2016/9/1,32,25,中到大雨,北风,1级
2016/9/2,31,25,中到大雨,东南风,1级
2016/9/3,31,25,中雨,东南风,1级
2016/9/4,31,26,雷阵雨,东风,1级
2016/9/5,32,26,雷阵雨,东风,2级
2016/9/6,33,26,雷阵雨,东北风,1级
2016/9/7,31,25,中雨,西风,1级
2016/9/8,32,26,雷阵雨,东北风,1级
2016/9/9,32,26,雷阵雨,东风,1级
2016/9/10,30,25,大雨,东北风,1级
2016/9/11,30,25,小到中雨,南风,1级
2016/9/12,33,24,多云,北风,1级
2016/9/13,35,26,多云,东北风,1级
2016/9/14,35,26,多云,东北风,1级
2016/9/15,34,25,晴,北风,1级
2016/9/16,34,25,晴,东北风,2级
2016/9/17,34,25,晴,东北风,1级
2016/9/18,33,25,晴,北风,2级
2016/9/19,32,23,晴,北风,2级
2016/9/20,31,24,多云,东风,1级
2016/9/21,31,24,多云,北风,1级
2016/9/22,32,24,晴,西南风,1级
2016/9/23,32,25,晴,南风,1级
2016/9/24,32,25,多云,东南风,1级
2016/9/25,33,26,多云,西北风,1级
2016/9/26,34,26,多云,东北风,1级
2016/9/27,35,27,多云,南风,1级
2016/9/28,34,28,多云,南风,2级
2016/9/29,28,21,阵雨,东风,1级
2016/9/30,26,20,阵雨,北风,1级
2016/10/1,28,20,阵雨,东风,1级
2016/10/2,31,23,多云,西风,1级
2016/10/3,33,24,多云,南风,微风
2016/10/4,32,24,多云,东风,1级
2016/10/5,33,23,多云,北风,1级
2016/10/6,32,25,多云,东北风,1级
2016/10/7,31,25,多云,北风,1级
2016/10/8,31,24,雷阵雨,东北风,2级
2016/10/9,30,22,多云,东北风,2级
2016/10/10,30,22,多云,北风,2级
2016/10/11,28,21,小雨,北风,2级
2016/10/12,25,20,小到中雨,东北风,2级
2016/10/13,28,22,多云,东北风,1级
2016/10/14,30,20,多云,东北风,1级
2016/10/15,31,21,多云,东北风,1级
2016/10/16,32,24,晴,北风,2级
2016/10/17,32,23,多云,北风,2级
2016/10/18,26,23,大雨,东北风,1级
2016/10/19,27,23,阵雨,东南风,1级
2016/10/20,31,24,多云,北风,2级
2016/10/21,27,24,暴雨,西风,2级
2016/10/22,30,24,多云,东南风,1级
2016/10/23,31,24,多云,东风,1级
2016/10/24,30,24,多云,东南风,2级
2016/10/25,31,24,多云,东南风,2级
2016/10/26,32,25,晴,东北风,1级
2016/10/27,33,24,晴,东南风,1级
2016/10/28,33,22,晴,东北风,1级
2016/10/29,29,20,多云,东北风,2级
2016/10/30,28,19,晴,东北风,1级
2016/10/31,27,19,多云,东北风,2级
2016/11/1,26,17,多云,北风,3级
2016/11/2,25,17,多云,东北风,2级
2016/11/3,25,16,多云,东北风,2级
2016/11/4,26,17,晴,东北风,1级
2016/11/5,27,17,晴,北风,1级
2016/11/6,28,19,晴,东北风,1级
2016/11/7,29,19,多云,东北风,1级
2016/11/8,25,15,多云,北风,2级
2016/11/9,19,12,阴,东北风,2级
2016/11/10,16,13,小雨,北风,1级
2016/11/11,16,12,阴,东北风,1级
2016/11/12,22,16,阴,西南风,1级
2016/11/13,28,21,多云,东南风,1级
2016/11/14,29,20,多云,东北风,1级
2016/11/15,29,20,多云,南风,1级
2016/11/16,30,21,多云,南风,1级
2016/11/17,30,21,多云,东北风,1级
2016/11/18,28,22,多云,东北风,1级
2016/11/19,27,22,阵雨,东北风,微风
2016/11/20,26,22,小到中雨,南风,微风
2016/11/21,27,22,阵雨,东风,1级
2016/11/22,26,18,中到大雨,东风,1级
2016/11/23,18,10,小雨,东北风,3级
2016/11/24,14,10,阴,北风,2级
2016/11/25,14,11,小雨,南风,1级
2016/11/26,12,10,中到大雨,东北风,2级
2016/11/27,17,10,多云,北风,1级
2016/11/28,20,11,晴,东北风,1级
2016/11/29,20,11,阴,西风,1级
2016/11/30,19,11,多云,东北风,1级
2016/12/1,22,13,多云,东北风,1级
2016/12/2,23,15,多云,西南风,微风
2016/12/3,23,15,多云,东北风,1级
2016/12/4,25,16,多云,北风,微风
2016/12/5,26,15,多云,北风,2级
2016/12/6,20,11,多云,东北风,2级
2016/12/7,22,12,晴,南风,1级
2016/12/8,23,12,多云,东北风,1级
2016/12/9,24,12,晴,东北风,1级
2016/12/10,24,13,多云,西北风,微风
2016/12/11,25,15,多云,南风,1级
2016/12/12,25,17,多云,西南风,1级
2016/12/13,25,15,多云,北风,2级
2016/12/14,21,11,多云,东北风,2级
2016/12/15,19,10,晴,东北风,2级
2016/12/16,19,8,晴,东北风,1级
2016/12/17,20,9,多云,北风,微风
2016/12/18,22,15,多云,东北风,1级
2016/12/19,24,17,多云,东北风,1级
2016/12/20,26,18,多云,东北风,1级
2016/12/21,26,16,小雨,东风,1级
2016/12/22,22,12,晴,北风,2级
2016/12/23,22,15,多云,东北风,微风
2016/12/24,20,17,小雨,南风,1级
2016/12/26,24,11,多云,东北风,2级
2016/12/27,16,7,晴,东北风,2级
2016/12/28,16,8,晴,东北风,2级
2016/12/29,16,7,多云,北风,2级
2016/12/30,19,10,多云,北风,1级
2016/12/31,21,11,多云,北风,微风
